Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 05  Locations: User Defined 
                                                                                           
# Rivers            = 1 
# Hydraulic Reaches = 1 
# River Stations    = 2 
# Plans             = 1 
# Profiles          = 145 

 River            Reach            River Sta          Q Total  Min Ch El  W.S. Elev 
                                                       (m3/s)        (m)        (m) 
                                                                                           
 1                3                5000.00*         40.019660   0.499872   3.298241 
 1                3                5000.00*         40.018810   0.499872   3.297936 
 1                3                5000.00*         40.018020   0.499872   3.297936 
 1                3                5000.00*         40.017220   0.499872   3.297936 
 1                3                5000.00*         40.016490   0.499872   3.297936 
 1                3                5000.00*         40.015780   0.499872   3.297936 
 1                3                5000.00*         40.015100   0.499872   3.297936 
 1                3                5000.00*         40.014480   0.499872   3.297936 
 1                3                5000.00*         40.013860   0.499872   3.297936 
 1                3                5000.00*         40.013260   0.499872   3.297631 
                                                                                           
